"N","totTime","genTime","vectTime"
10,0.000833034515380859,0.000748872756958008,1.78813934326172e-05
10,0.000792026519775391,0.000718116760253906,1.50203704833984e-05
10,0.000663995742797852,0.000590801239013672,1.50203704833984e-05
10,0.000653982162475586,0.000583171844482422,1.59740447998047e-05
10,0.000680923461914062,0.000590085983276367,3.50475311279297e-05
10,0.000653982162475586,0.000583887100219727,1.50203704833984e-05
10,0.000658988952636719,0.000588178634643555,1.59740447998047e-05
10,0.000672101974487305,0.000600099563598633,1.59740447998047e-05
10,0.000735998153686523,0.000638961791992188,1.59740447998047e-05
10,0.000927925109863281,0.000847816467285156,1.78813934326172e-05
10,0.00114607810974121,0.00106000900268555,2.09808349609375e-05
10,0.000987052917480469,0.00091099739074707,1.69277191162109e-05
10,0.000681877136230469,0.000611782073974609,1.59740447998047e-05
10,0.00066685676574707,0.000596046447753906,1.59740447998047e-05
10,0.000668048858642578,0.000596046447753906,1.59740447998047e-05
10,0.000769138336181641,0.000690937042236328,1.9073486328125e-05
10,0.000710964202880859,0.000612974166870117,4.1961669921875e-05
10,0.000669956207275391,0.000597953796386719,1.71661376953125e-05
10,0.000659942626953125,0.000589132308959961,1.59740447998047e-05
10,0.00065302848815918,0.000581979751586914,1.50203704833984e-05
10,0.000657081604003906,0.000584840774536133,1.59740447998047e-05
10,0.000704050064086914,0.000633955001831055,1.59740447998047e-05
10,0.000651836395263672,0.000581026077270508,1.59740447998047e-05
10,0.000725984573364258,0.000612020492553711,1.59740447998047e-05
10,0.000671863555908203,0.000597000122070312,1.59740447998047e-05
10,0.000850915908813477,0.000706911087036133,2.31266021728516e-05
10,0.000840902328491211,0.000664949417114258,8.79764556884766e-05
10,0.0007171630859375,0.000617027282714844,1.71661376953125e-05
10,0.000710964202880859,0.000638008117675781,1.69277191162109e-05
10,0.000638008117675781,0.000566959381103516,1.59740447998047e-05
10,0.000661134719848633,0.000590801239013672,1.59740447998047e-05
10,0.000884056091308594,0.000809907913208008,1.59740447998047e-05
10,0.000780105590820312,0.000705957412719727,1.69277191162109e-05
10,0.000625848770141602,0.000555992126464844,1.50203704833984e-05
10,0.00065302848815918,0.000583887100219727,1.62124633789062e-05
10,0.000645875930786133,0.000577926635742188,1.50203704833984e-05
10,0.00078892707824707,0.000715017318725586,1.71661376953125e-05
10,0.000655889511108398,0.000586032867431641,1.62124633789062e-05
10,0.000667810440063477,0.000597953796386719,1.50203704833984e-05
10,0.000637054443359375,0.000568151473999023,1.50203704833984e-05
10,0.000663995742797852,0.0005950927734375,1.50203704833984e-05
10,0.000638008117675781,0.000567913055419922,1.59740447998047e-05
10,0.000895977020263672,0.000711917877197266,3.91006469726562e-05
10,0.000855207443237305,0.000782012939453125,1.69277191162109e-05
10,0.000680923461914062,0.000611066818237305,1.50203704833984e-05
10,0.000652074813842773,0.00058293342590332,1.47819519042969e-05
10,0.000635147094726562,0.000562906265258789,1.50203704833984e-05
10,0.000657081604003906,0.000585079193115234,1.78813934326172e-05
10,0.000669002532958984,0.000596046447753906,1.59740447998047e-05
10,0.000652074813842773,0.000582218170166016,1.59740447998047e-05
50,0.00473189353942871,0.00462603569030762,4.48226928710938e-05
50,0.00476717948913574,0.00464606285095215,5.69820404052734e-05
50,0.00564718246459961,0.00552892684936523,4.98294830322266e-05
50,0.00569510459899902,0.0055689811706543,5.91278076171875e-05
50,0.00571823120117188,0.0055999755859375,5.50746917724609e-05
50,0.00531888008117676,0.00521397590637207,4.38690185546875e-05
50,0.00477194786071777,0.00465297698974609,5.38825988769531e-05
50,0.00774192810058594,0.00746893882751465,0.000138044357299805
50,0.00600790977478027,0.00576186180114746,0.000108957290649414
50,0.00516986846923828,0.00506901741027832,3.69548797607422e-05
50,0.00531101226806641,0.00518608093261719,6.00814819335938e-05
50,0.00529909133911133,0.00516796112060547,5.31673431396484e-05
50,0.00601816177368164,0.005889892578125,6.19888305664062e-05
50,0.00535392761230469,0.00524711608886719,4.10079956054688e-05
50,0.00533604621887207,0.00522899627685547,4.29153442382812e-05
50,0.00496292114257812,0.00484585762023926,4.98294830322266e-05
50,0.00928807258605957,0.00839686393737793,0.000108957290649414
50,0.00756192207336426,0.00742793083190918,6.29425048828125e-05
50,0.0056610107421875,0.00553202629089355,5.88893890380859e-05
50,0.0114428997039795,0.011246919631958,9.79900360107422e-05
50,0.00639915466308594,0.00623798370361328,6.38961791992188e-05
50,0.0045619010925293,0.00444507598876953,4.38690185546875e-05
50,0.00670480728149414,0.00650119781494141,4.91142272949219e-05
50,0.00501108169555664,0.00490498542785645,4.10079956054688e-05
50,0.00722002983093262,0.00708508491516113,6.38961791992188e-05
50,0.00790309906005859,0.00766110420227051,0.000102043151855469
50,0.00551605224609375,0.00538992881774902,5.50746917724609e-05
50,0.0052039623260498,0.00507688522338867,6.19888305664062e-05
50,0.00511002540588379,0.0050051212310791,4.1961669921875e-05
50,0.00601601600646973,0.00589704513549805,5.29289245605469e-05
50,0.00635910034179688,0.00623607635498047,5.60283660888672e-05
50,0.00489687919616699,0.00476789474487305,5.79357147216797e-05
50,0.0048820972442627,0.00477695465087891,4.00543212890625e-05
50,0.00545215606689453,0.00534296035766602,4.1961669921875e-05
50,0.00561404228210449,0.00548505783081055,6.103515625e-05
50,0.0053560733795166,0.00520896911621094,4.41074371337891e-05
50,0.00585389137268066,0.0057380199432373,4.60147857666016e-05
50,0.00630092620849609,0.00616812705993652,6.41345977783203e-05
50,0.00462889671325684,0.00452518463134766,4.29153442382812e-05
50,0.00483989715576172,0.00472307205200195,4.1961669921875e-05
50,0.00527596473693848,0.00515317916870117,5.60283660888672e-05
50,0.00492978096008301,0.00481414794921875,4.81605529785156e-05
50,0.0049440860748291,0.00482511520385742,5.38825988769531e-05
50,0.00599813461303711,0.00588107109069824,5.10215759277344e-05
50,0.00430011749267578,0.00418806076049805,5.19752502441406e-05
50,0.00434112548828125,0.00424003601074219,4.41074371337891e-05
50,0.00630402565002441,0.00618219375610352,5.50746917724609e-05
50,0.0050361156463623,0.00492191314697266,4.91142272949219e-05
50,0.00531196594238281,0.00518894195556641,5.41210174560547e-05
50,0.00550198554992676,0.00531291961669922,9.60826873779297e-05
100,0.0381350517272949,0.0379929542541504,6.81877136230469e-05
100,0.125548839569092,0.125336170196533,7.98702239990234e-05
100,0.0507349967956543,0.0505881309509277,7.51018524169922e-05
100,0.0499510765075684,0.0497829914093018,7.60555267333984e-05
100,0.0657551288604736,0.0655999183654785,8.08238983154297e-05
100,0.0576891899108887,0.0575470924377441,7.08103179931641e-05
100,0.0406460762023926,0.0404961109161377,8.10623168945312e-05
100,0.040104866027832,0.0399601459503174,7.20024108886719e-05
100,0.0465281009674072,0.046375036239624,8.20159912109375e-05
100,0.0515179634094238,0.0513730049133301,7.51018524169922e-05
100,0.0459671020507812,0.045712947845459,0.000151157379150391
100,0.0835459232330322,0.0833640098571777,8.51154327392578e-05
100,0.0543801784515381,0.0542409420013428,6.79492950439453e-05
100,0.0518529415130615,0.0516209602355957,0.000120162963867188
100,0.047670841217041,0.0475261211395264,7.39097595214844e-05
100,0.0427079200744629,0.0424470901489258,0.000178813934326172
100,0.0405290126800537,0.0403928756713867,6.79492950439453e-05
100,0.0355701446533203,0.0354330539703369,6.91413879394531e-05
100,0.0339908599853516,0.0338461399078369,7.29560852050781e-05
100,0.0349791049957275,0.03482985496521,7.48634338378906e-05
100,0.034250020980835,0.0341081619262695,7.00950622558594e-05
100,0.038794994354248,0.0386629104614258,6.4849853515625e-05
100,0.0343449115753174,0.0342059135437012,6.79492950439453e-05
100,0.0394840240478516,0.0393440723419189,7.20024108886719e-05
100,0.0386199951171875,0.0384769439697266,7.51018524169922e-05
100,0.0449120998382568,0.0447750091552734,6.81877136230469e-05
100,0.0355491638183594,0.0354130268096924,6.69956207275391e-05
100,0.0389280319213867,0.038783073425293,7.00950622558594e-05
100,0.0451350212097168,0.0449709892272949,8.20159912109375e-05
100,0.0498421192169189,0.0495269298553467,0.000183820724487305
100,0.0532548427581787,0.0530869960784912,7.51018524169922e-05
100,0.049077033996582,0.0487880706787109,0.000110864639282227
100,0.0970959663391113,0.0968010425567627,9.79900360107422e-05
100,0.0443470478057861,0.0441610813140869,8.60691070556641e-05
100,0.0641989707946777,0.0640010833740234,7.70092010498047e-05
100,0.0456488132476807,0.0454840660095215,6.69956207275391e-05
100,0.0568161010742188,0.0566480159759521,8.89301300048828e-05
100,0.0469119548797607,0.046658992767334,0.000127077102661133
100,0.0363931655883789,0.0362429618835449,7.79628753662109e-05
100,0.0411090850830078,0.0409250259399414,7.31945037841797e-05
100,0.0392959117889404,0.0391571521759033,7.00950622558594e-05
100,0.0405020713806152,0.0403549671173096,7.41481781005859e-05
100,0.039107084274292,0.0389630794525146,7.10487365722656e-05
100,0.0389919281005859,0.0388538837432861,6.89029693603516e-05
100,0.0378398895263672,0.037693977355957,7.51018524169922e-05
100,0.0342462062835693,0.034106969833374,7.20024108886719e-05
100,0.0396928787231445,0.0394320487976074,0.000159978866577148
100,0.0341100692749023,0.0339629650115967,6.19888305664062e-05
100,0.0355780124664307,0.0354421138763428,6.69956207275391e-05
100,0.0339088439941406,0.0337719917297363,6.89029693603516e-05
200,0.364444971084595,0.364292860031128,8.29696655273438e-05
200,0.340404987335205,0.340245962142944,8.79764556884766e-05
200,0.333280086517334,0.333125114440918,8.70227813720703e-05
200,0.334291934967041,0.334023952484131,0.000136137008666992
200,0.480602025985718,0.480446815490723,8.70227813720703e-05
200,0.332972049713135,0.332812786102295,9.01222229003906e-05
200,0.336389064788818,0.336230993270874,8.89301300048828e-05
200,0.344361782073975,0.34420108795166,9.01222229003906e-05
200,0.335490942001343,0.335335969924927,8.60691070556641e-05
200,0.311178207397461,0.310904026031494,0.000141143798828125
200,0.335648775100708,0.335485935211182,9.29832458496094e-05
200,0.329111099243164,0.328958034515381,8.41617584228516e-05
200,0.328127145767212,0.327970027923584,8.70227813720703e-05
200,0.389330863952637,0.389074087142944,0.000113964080810547
200,0.437340974807739,0.437098026275635,0.000138044357299805
200,0.969534158706665,0.969373941421509,8.79764556884766e-05
200,0.511965036392212,0.511809825897217,8.392333984375e-05
